OTU_IDs	Poiss_Coeff	Poiss_pval	Poiss_qval	NB_Coeff	NB_pval	NB_qval	ZINB_Coeff	ZINB_pval	ZINB_qval	mean in group Lean	mean in group Not_Lean	Lean_minus_Not_Lean_mean	ttest_pval	ttest_qval	KW_pval	KW_qval	NB_Coeff_Estimate_Error	# of 0's in Lean	# of 0's in Not_Lean	# of non-zeroes in Lean	# of non-zeroes in Not_Lean	Total count in Lean	Total count in Not_Lean	mean_otu	variance_otu	var/mean ratio	Shapiro_Wilk_Normality_pvalue	taxonomy	pois_filt_pval	pois_filt_qval	nb_filt_pval	nb_filt_qval	zinb_filt_pval	zinb_filt_qval	aic.pois	aic.nb	aic.zinb	bic.pois	bic.nb	bic.zinb	aic.filt.pois	aic.filt.nb	aic.filt.zinb	bic.filt.pois	bic.filt.nb	bic.filt.zinb	aic.nonfilt.best	bic.nonfilt.best	aic.filt.best	bic.filt.best
188753	0.806611570231752	0.53862325494477	0.997505844537157	0.806611570247936	0.688386540767432	0.999996762100542	0.806606666570732	0.688378059555014	0.999853324140808	0.180327868852459	0.145454545454545	0.0348733233979136	0.707838110194397	0.819286238161008	0.896023570299079	0.941431155836961	no	55	199	6	21	11	32	0.153024911032028	0.394356888662938	2.57707641196013	5.52649572454162e-32	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	1	1	NA	NA	NA	NA	286.37830968562	238.209090892508	240.209311187187	293.655019024287	249.124154900509	254.762729864522	4.00000000070551	NA	NA	11.276709339373	NA	NA	NB	NB	Poisson	Poisson
181342	0.369696969696965	0.00357663560167548	0.017318779837191	0.369696969696971	0.237311912423473	0.893313346421095	0.369712782616469	0.237318972629088	0.850795528926343	0.245901639344262	0.0909090909090909	0.154992548435171	0.312128773582122	0.527403331049286	0.191540147458335	0.626103737692632	no	56	211	5	9	15	20	0.124555160142349	0.545144890696492	4.37673469387755	1.88851960499043e-33	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__02d06; s__	1	1	NA	NA	NA	NA	265.071908902078	161.255443154003	163.255634661584	272.348618240746	172.170507162004	177.809053338919	4.00000000074162	NA	NA	11.2767093394091	NA	NA	NB	NB	Poisson	Poisson
3589405	2.31268093049238e-09	0.996621469973399	0.997505844537157	8.50787768309329e-10	0.997847761734067	0.999996762100542	2.31216709353286e-09	0.997951011030952	0.999853324140808	0.0327868852459016	0	0.0327868852459016	0.159008166097851	0.527403331049286	0.00713379637432446	0.119530060382433	yes	59	220	2	0	2	0	0.00711743772241993	0.00709201830198272	0.996428571428572	6.3110444314492e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	21.6709067678167	23.6709328226425	25.6709436422645	28.9476161064842	34.5859968306437	40.2243623195995	4.00000000077495	NA	NA	11.2767093394424	NA	NA	Poisson	Poisson	Poisson	Poisson
4467993	0.277272727844909	0.364375918407902	0.761914257684243	0.277272727272729	0.364401942482809	0.999996762100542	0.277258949900388	0.364382400392413	0.976695094077547	0.0163934426229508	0.00454545454545455	0.0118479880774963	0.488470104826817	0.66171223029863	0.330920812764377	0.745183545897382	yes	60	219	1	1	1	1	0.00711743772241993	0.00709201830198272	0.996428571428572	6.3110444314492e-35	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	1	1	NA	NA	NA	NA	27.0090028210513	29.0091556167924	31.0090987060126	34.2857121597188	39.9242196247937	45.5625173833476	4.00000000077495	NA	NA	11.2767093394424	NA	NA	Poisson	Poisson	Poisson	Poisson
355102	1.11359940539782	0.285611751301154	0.661719314267545	1.11359940872136	0.655313276624802	0.999996762100542	1.11359447345313	0.655326210796995	0.999853324140808	2.01639344262295	2.24545454545455	-0.229061102831595	0.778024971150782	0.868145534714111	0.0470582542816318	0.314025307552401	no	34	88	27	132	123	494	2.19572953736655	27.6579816980173	12.5962607084973	7.09910519786217e-30	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.000404812303995683	0.028715387070447	0.0365073747356619	0.466864135931959	0.0365227190374768	0.428289833978978	1883.22791123361	1074.31835766974	1076.31875499962	1890.50462057227	1085.23342167774	1090.87217367695	1197.2009419822	957.794597192846	959.795079132527	1204.47765132087	968.709661200847	974.348497809862	NB	NB	NB	NB
4465907	0.610749376688906	6.52840964276646e-07	5.93314034422469e-06	0.610749385749386	0.0556164445703522	0.462002457837557	0.610747400590376	0.0556146270859797	0.415966936834862	2.42622950819672	1.48181818181818	0.944411326378539	0.325826652324677	0.529032453923123	0.813520810301467	0.898029641444344	no	29	115	32	105	148	326	1.68683274021352	18.65871886121	11.0613924050633	8.29070908666183e-30	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	0.0548132404216991	1	0.222534547599708	0.730405504851231	0.213277744320583	0.69692060904378	1616.69673516505	936.827518992157	938.828039414077	1623.97344450372	947.742583000159	953.381458091412	944.506740345061	796.880263406704	798.844499640711	951.783449683729	807.795327414706	813.397918318046	NB	NB	NB	NB
4465905	0.369696969683917	0.00916823695499313	0.0399019205164721	0.369696969696971	0.0772465747162362	0.535300655755979	0.369655562635271	0.077211746667911	0.481574354465541	0.19672131147541	0.0727272727272727	0.123994038748137	0.172968134323334	0.527403331049286	0.0933331839592315	0.425175855534047	no	54	208	7	12	12	16	0.099644128113879	0.197178444331469	1.97882653061225	2.28467724803451e-32	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	200.003119992914	176.321482590512	178.321700763526	207.279829331582	187.236546598513	192.875119440861	4.00000000072773	NA	NA	11.2767093393952	NA	NA	NB	NB	Poisson	Poisson
198956	1.06576704527128	0.649883136809472	0.997505844537157	1.06576704545455	0.791421144959261	0.999996762100542	1.06576468120588	0.79143278691697	0.999853324140808	1.04918032786885	1.11818181818182	-0.0690014903129657	0.841265342753618	0.908101047849854	0.0633103172812204	0.32964819160155	no	41	111	20	109	64	246	1.10320284697509	3.74288256227758	3.39274193548387	7.6717067639947e-25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii	0.0249846562435376	0.725884002139374	0.0690632977315055	0.522273196170821	0.166315069184828	0.660920886887828	1004.7715900595	811.342156405334	813.342933204771	1012.04829939817	822.257220413335	827.896351882107	689.09372157258	660.911116823799	659.436504688442	696.370430911247	671.8261808318	673.989923365777	NB	NB	ZINB	NB
177313	0.0489304812721395	4.56079115586172e-27	1.39167828454283e-25	0.0489304812834226	1.32925538301879e-07	5.18599493003474e-05	0.048930622650543	1.32900021205262e-07	6.04695096483942e-05	1.39344262295082	0.0681818181818182	1.325260804769	0.101820733065632	0.527403331049286	2.96990769034874e-05	0.00377247344294996	no	48	209	13	11	85	15	0.355871886120996	8.70147432638536	24.4511428571429	1.9598011029618e-34	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis	1	1	NA	NA	NA	NA	578.891041019305	239.737242052412	241.737362449019	586.167750357973	250.652306060413	256.290781126354	4.00000000071384	NA	NA	11.2767093393813	NA	NA	NB	NB	Poisson	Poisson
177310	0.457920109070564	5.50101920825538e-07	5.04137028783404e-06	0.457920110192839	0.208152918430699	0.844604946587055	0.457919286848143	0.208147003839297	0.793709380310736	1.08196721311475	0.495454545454545	0.586512667660209	0.369326781986229	0.5751208089233	0.921527339877455	0.951612424116452	no	53	191	8	29	66	109	0.622775800711744	10.7643365531266	17.2844489795918	3.64242723871663e-33	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1	1	NA	NA	NA	NA	1069.81211148071	386.599934300181	388.600229726346	1077.08882081938	397.514998308182	403.153648403681	4.00000000067773	NA	NA	11.2767093393452	NA	NA	NB	NB	Poisson	Poisson
177319	0.633766233766086	9.70424185156195e-05	0.000654377394978165	0.633766233766231	0.0808502422034014	0.549942743356137	0.633531809038323	0.0806241448493943	0.491852325003009	1.72131147540984	1.09090909090909	0.630402384500745	0.168547435034766	0.527403331049286	0.124971872091988	0.519479730111445	no	30	132	31	88	105	240	1.22775800711744	5.78365531265887	4.71074534161491	4.89022560811704e-26	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.331789862474105	1	0.527109919350849	0.839900420943661	0.762368608434179	0.932856103147308	1151.30910755295	823.903028452058	825.903578149189	1158.58581689162	834.818092460059	840.456996826524	727.613071991758	657.689472333125	656.422119836096	734.889781330426	668.604536341126	670.975538513431	NB	NB	ZINB	NB
389067	14922720.2588657	0.993376847675712	0.997505844537157	40564159.3117539	0.995739634192415	0.999996762100542	67446166.2474639	0.997937850697036	0.999853324140808	0	0.0227272727272727	-0.0227272727272727	0.0586129059546129	0.527403331049286	0.289690427097596	0.745183545897382	no	61	216	0	4	0	5	0.0177935943060498	0.0246822572445348	1.38714285714286	1.82212556639551e-34	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	1	1	NA	NA	NA	NA	53.2281908861083	51.1209725588036	52.8352367238708	60.5049002247757	62.0360365668049	67.3886554012057	4.00000000076939	NA	NA	11.2767093394369	NA	NA	NB	Poisson	Poisson	Poisson
194101	0.277272729218418	0.11616111969565	0.327047441122495	0.277272727272726	0.1161857879727	0.645228109502593	0.277283851908659	0.11618809404412	0.59154539410597	0.0491803278688525	0.0136363636363636	0.0355439642324888	0.224393039874014	0.527403331049286	0.0898464534396391	0.417982457414752	yes	58	217	3	3	3	3	0.0213523131672598	0.0209710218607016	0.982142857142857	5.58976089802327e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	1	1	NA	NA	NA	NA	59.8436609991367	61.8441155662194	63.8438039895608	67.1203703378042	72.7591795742207	78.3972226668958	4.00000000076384	NA	NA	11.2767093394313	NA	NA	Poisson	Poisson	Poisson	Poisson
194104	0.309389259378912	8.74086470167372e-43	4.50401915099452e-41	0.309389259389256	0.00107563843512574	0.0539003406665761	0.302760866318623	0.00485663335689595	0.106192364736701	4.24590163934426	1.31363636363636	2.9322652757079	0.130669725955691	0.527403331049286	0.685498895011992	0.809301341998216	no	43	142	18	78	259	289	1.95017793594306	55.2903660396543	28.3514468196038	4.29396002892363e-32	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	0.204806332084482	1	0.426482355830701	0.815950080981294	0.844931570129661	0.95723557037448	2223.89294606448	825.655187735897	827.646628760305	2231.16965540315	836.570251743898	842.20004743764	630.572705345045	530.496556244511	527.890787638097	637.849414683712	541.411620252512	542.444206315432	NB	NB	ZINB	NB
194107	0.607359307264879	0.000152632285635042	0.000999613362276498	0.607359307359309	0.218434236835307	0.869597523028022	0.607342718571378	0.218412643668754	0.814398103070117	1.37704918032787	0.836363636363636	0.540685543964233	0.487999140708567	0.66171223029863	0.427859275685416	0.768187528833386	no	48	161	13	59	84	184	0.953736654804271	13.0299949161159	13.6620469083156	7.7441567197299e-32	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.028031455313032	0.789215509895777	0.110538330743736	0.571537460947496	0.10744841318858	0.553299860399285	1288.93735829868	611.546250382417	613.546589177839	1296.21406763735	622.461314390418	628.100007855174	516.516588261667	447.090067123654	448.311212038736	523.793297600334	458.005131131656	462.864630716071	NB	NB	NB	NB
191468	4.62536186106231e-09	0.996739238276102	0.997505844537157	1.70157553667888e-09	0.997919192174127	0.999996762100542	4.62377657725111e-09	0.998022761351226	0.999853324140808	0.0163934426229508	0	0.0163934426229508	0.321326503293247	0.527403331049286	0.0575521401462216	0.314025307552401	yes	60	220	1	0	1	0	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	1	1	NA	NA	NA	NA	14.2217477617099	16.221760297678	18.2217876542773	21.4984571003774	27.1368243056792	32.7752063316122	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
195512	14.8340909091003	0.000157535923590095	0.00102925982613529	14.8340909090905	0.00356464037218135	0.108680553918873	14.879523355706	0.00342722820064394	0.0886856207370422	0.0327868852459016	0.486363636363636	-0.453576751117735	0.00263895790400719	0.257392644137273	0.0360449226839845	0.314025307552401	no	59	193	2	27	2	107	0.387900355871886	3.78113879003559	9.74770642201835	6.81794131442176e-33	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__	1	1	NA	NA	NA	NA	656.493330483624	305.246401421154	307.241100949322	663.770039822291	316.161465429155	321.794519626657	4.00000000069995	NA	NA	11.2767093393674	NA	NA	NB	NB	Poisson	Poisson
2996838	0.798354231991444	0.0366506700054535	0.131614700571852	0.798354231974922	0.830531547081193	0.999996762100542	0.798354630925704	0.830528594387757	0.999853324140808	1.90163934426229	1.51818181818182	0.383457526080477	0.815834498390435	0.894976507372676	0.104813809518069	0.466199533866199	no	53	205	8	15	116	334	1.60142348754448	260.976283680732	162.96519047619	1.01221840113579e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1	1	NA	NA	NA	NA	3655.11295491806	316.122888638654	318.123152210624	3662.38966425673	327.037952646655	332.676570887959	4.00000000071662	NA	NA	11.2767093393841	NA	NA	NB	NB	Poisson	Poisson
182456	2.40303030303009	0.150475715677817	0.405475263459416	2.40303030303027	0.153539161219373	0.739768824215184	2.40464375900027	0.153705870011603	0.6876468302062	0.0491803278688525	0.118181818181818	-0.0690014903129657	0.0611365096771206	0.527403331049286	0.157852064783721	0.590834803988953	no	58	196	3	24	3	26	0.103202846975089	0.107168276563294	1.0384236453202	1.3309424751563e-30	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__	1	1	NA	NA	NA	NA	193.893770608477	195.798307307666	197.748388189873	201.170479947144	206.713371315668	212.301806867208	4.00000000070551	NA	NA	11.276709339373	NA	NA	Poisson	Poisson	Poisson	Poisson
193778	0.34707565159709	3.91074908323513e-21	9.70932340574104e-20	0.347075651621109	0.00978591391436314	0.184950386852081	0.347071145637062	0.00978557456348752	0.159967775798329	2.34426229508197	0.813636363636364	1.5306259314456	0.140494052397488	0.527403331049286	0.505766973181538	0.768187528833386	no	48	160	13	60	143	179	1.14590747330961	18.7036349771225	16.3221162377995	1.09863459905373e-31	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.055364503200462	1	0.141523189201486	0.62095224420691	0.149986482861617	0.649195224326402	1514.22100225036	626.631279925212	628.631557897807	1521.49771158903	637.546343933214	643.184976575142	470.766373078611	423.518968558862	425.482459636156	478.043082417278	434.434032566863	440.035878313491	NB	NB	NB	NB
309279	0.047339246116746	5.15613123510347e-26	1.51412843043737e-24	0.0473392461197344	0.00829605620335594	0.173949370958155	0.0473553017812848	0.00830977141235151	0.146419990458123	1.34426229508197	0.0636363636363636	1.2806259314456	0.257127815730246	0.527403331049286	0.0255372112149401	0.282996914565934	no	56	215	5	5	82	14	0.341637010676157	16.8328673106253	49.2712053571429	6.09294723663583e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__	1	1	NA	NA	NA	NA	712.254177563744	141.65111535462	143.651265586561	719.530886902412	152.566179362621	158.204684263896	4.00000000075273	NA	NA	11.2767093394202	NA	NA	NB	NB	Poisson	Poisson
128297	3.41770582689423e-09	0.990996748040227	0.997505844537157	1.2573037096793e-09	0.994259058981088	0.999996762100542	3.41561677751875e-09	0.994542200966973	0.999853324140808	0.163934426229508	0	0.163934426229508	0.0240773274437633	0.527403331049286	2.68430973162811e-06	0.0010473161114923	yes	55	220	6	0	10	0	0.0355871886120996	0.0701576004067107	1.97142857142857	4.2591431577107e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	66.5218833308042	68.5215181708918	60.0090753989151	73.7985926694717	79.436582178893	74.5624940762501	4.00000000076384	NA	NA	11.2767093394313	NA	NA	ZINB	Poisson	Poisson	Poisson
298392	0.831818186706862	0.873293600036064	0.997505844537157	0.831818181818189	0.873300927693841	0.999996762100542	0.831822987546066	0.873303087347972	0.999853324140808	0.0163934426229508	0.0136363636363636	0.00275707898658718	0.879738396381816	0.930685865008228	0.872440764531744	0.932357960733784	yes	60	217	1	3	1	3	0.0142348754448399	0.0140823589222166	0.989285714285714	2.02400124420769e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	1	1	NA	NA	NA	NA	45.9918392744521	47.9920264108914	49.9919206995226	53.2685486131196	58.9070904188927	64.5453393768576	4.00000000076939	NA	NA	11.2767093394369	NA	NA	Poisson	Poisson	Poisson	Poisson
362389	22052963.4266236	0.99750584453708	0.997505844537157	59946169.7522267	0.998397750398249	0.999996762100542	22134569.2574974	0.99848968477054	0.999853324140808	0	0.00454545454545455	-0.00454545454545455	0.318414134768154	0.527403331049286	0.598494364974918	0.768187528833386	yes	61	219	0	1	0	1	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	1	1	NA	NA	NA	NA	16.7872551178508	18.7872932072896	20.7873292109338	24.0639644565183	29.7023572152909	35.3407478882688	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
191687	0.831818192554518	0.873292833031687	0.997505844537157	0.831818181818184	0.904938905882569	0.999996762100542	1.15693154608786	0.916384494429306	0.999853324140808	0.0163934426229508	0.0136363636363636	0.00275707898658718	0.886542607050925	0.932465957964982	0.627562124725833	0.773010100301346	no	60	218	1	2	1	3	0.0142348754448399	0.0212252160650737	1.49107142857143	1.04553028146358e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	1	1	NA	NA	NA	NA	47.378133635572	43.8666684587742	45.4928287348408	54.6548429742395	54.7817324667754	60.0462474121758	4.00000000077217	NA	NA	11.2767093394397	NA	NA	NB	Poisson	Poisson	Poisson
367150	1.38636363636366	0.550880560685013	0.997505844537157	1.38636363636364	0.564659945947571	0.999996762100542	1.39530636556629	0.556990391373132	0.999853324140808	0.0655737704918033	0.0909090909090909	-0.0253353204172876	0.511674964141576	0.680986514166981	0.665490526305878	0.794504457434919	no	57	202	4	18	4	20	0.0854092526690391	0.0926792069140824	1.08511904761905	2.67288056211833e-31	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	172.485035658602	173.734007959343	175.596242245364	179.761744997269	184.649071967344	190.149660922699	4.0000000007194	NA	NA	11.2767093393869	NA	NA	Poisson	Poisson	Poisson	Poisson
4338161	4.19101236561454e-09	0.994596315228701	0.997505844537157	1.54178728701734e-09	0.99655257997509	0.999996762100542	4.18748733559509e-09	0.996724221627494	0.999853324140808	0.0491803278688525	0	0.0491803278688525	0.321326503293247	0.527403331049286	0.0575521401462216	0.314025307552401	yes	60	220	1	0	3	0	0.0106761565836299	0.0320284697508897	3	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1	1	NA	NA	NA	NA	31.6570884821781	33.6561626034527	21.0855109914254	38.9337978208456	44.5712266114539	35.6389296687604	4.00000000077772	NA	NA	11.2767093394452	NA	NA	ZINB	ZINB	Poisson	Poisson
176062	2.49545454547117	0.219862913236835	0.53803392357195	2.49545454545454	0.327626128554618	0.999996762100542	2.63160539859885	0.289587199838572	0.936913702339717	0.0327868852459016	0.0818181818181818	-0.0490312965722802	0.17981198203025	0.527403331049286	0.558730691959003	0.768187528833386	no	59	209	2	11	2	18	0.0711743772241993	0.144916115912557	2.03607142857143	4.32772385722161e-33	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1	1	NA	NA	NA	NA	160.500330440268	136.096695200571	137.972155722677	167.777039778936	147.011759208572	152.525574400012	4.00000000074439	NA	NA	11.2767093394119	NA	NA	NB	NB	Poisson	Poisson
308907	17907264.3098044	0.993303746404185	0.997505844537157	132317780.56286	0.997241552258573	0.999996762100542	146784408.617812	0.998402683846951	0.999853324140808	0	0.0272727272727273	-0.0272727272727273	0.240181934875965	0.527403331049286	0.45566337679012	0.768187528833386	no	61	218	0	2	0	6	0.0213523131672598	0.092399593289273	4.32738095238095	4.28262462391475e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__	1	1	NA	NA	NA	NA	68.7974005968615	36.5123880158209	38.4188915220055	76.074109935529	47.4274520238221	52.9723101993405	4.00000000077495	NA	NA	11.2767093394424	NA	NA	NB	NB	Poisson	Poisson
176060	0.502959831448127	0.000296548520898741	0.00183853350868209	0.502959830866812	0.386460507935314	0.999996762100542	0.572517979319613	0.472282839094385	0.999853324140808	0.704918032786885	0.354545454545455	0.350372578241431	0.303282325549276	0.527403331049286	0.123289508417575	0.515337707707739	no	53	204	8	16	43	78	0.430604982206406	6.35320284697509	14.754132231405	1.73057895973495e-33	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	797.722000427608	287.253420934516	289.091915966943	804.998709766275	298.168484942518	303.645334644278	4.00000000071384	NA	NA	11.2767093393813	NA	NA	NB	NB	Poisson	Poisson
1551174	1.02304075231036	0.877705301401081	0.997505844537157	1.0230407523511	0.935680383858839	0.999996762100542	1.0059818420113	0.982860510935725	0.999853324140808	0.950819672131147	0.972727272727273	-0.0219076005961253	0.941346950192757	0.96248179369573	0.494095662478677	0.768187528833386	no	40	136	21	84	58	214	0.96797153024911	3.30968479918658	3.41919642857143	4.46696033324847e-25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.138807210884098	1	0.300747845136897	0.761719433097818	0.233844043681496	0.712976213866574	965.108060093307	739.648205840656	741.345256101527	972.384769431975	750.563269848658	755.898674778862	673.540558794951	606.571134014795	602.585008650768	680.817268133618	617.486198022796	617.138427328103	NB	NB	ZINB	ZINB
176067	26860896.463099	0.993141176623241	0.997505844537157	73015486.7514923	0.995596689470733	0.999996762100542	96283451.1845206	0.997638714839788	0.999853324140808	0	0.0409090909090909	-0.0409090909090909	0.0122269486016713	0.492278261363454	0.159058619842509	0.590834803988953	no	61	213	0	7	0	9	0.0320284697508897	0.0453990849008643	1.41746031746032	7.75692953564824e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__	1	1	NA	NA	NA	NA	82.3078423503361	77.8572051135892	79.2284814454398	89.5845516890036	88.7722691215905	93.7819001227748	4.00000000076106	NA	NA	11.2767093394285	NA	NA	NB	NB	Poisson	Poisson
531495	2.21818181567861	0.452568007340677	0.889182356874298	2.21818181818184	0.552936790139869	0.999996762100542	2.52367088463751	0.451101146629615	0.999853324140808	0.0163934426229508	0.0363636363636364	-0.0199701937406855	0.396924121766842	0.596945504237094	0.754349737240897	0.86629963411098	no	60	215	1	5	1	8	0.0320284697508897	0.0525419420437214	1.64047619047619	4.82582985534344e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__; s__	1	1	NA	NA	NA	NA	87.4076068864667	75.8403858366214	75.9995936827281	94.6843162251342	86.7554498446226	90.553012360063	4.00000000076384	NA	NA	11.2767093394313	NA	NA	NB	NB	Poisson	Poisson
1109552	0.361660079033036	0.000242836798880945	0.00153871762817601	0.361660079051383	0.0320842197214958	0.351895598632149	0.36165098947633	0.0320814993328482	0.310576216945658	0.377049180327869	0.136363636363636	0.240685543964232	0.395215260053955	0.596945504237094	0.916467896865691	0.951612424116452	no	54	196	7	24	23	30	0.188612099644128	1.16786985256736	6.19191374663073	1.04380856402131e-33	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__	1	1	NA	NA	NA	NA	349.741186767637	260.508838789279	262.508997033149	357.017896106304	271.423902797281	277.062415710484	4.0000000006944	NA	NA	11.2767093393619	NA	NA	NB	NB	Poisson	Poisson
4352760	0.316883116883096	0.0263842611762945	0.0978349182246575	0.316883116883113	0.191116337630842	0.827999415807953	0.0721520270378275	1.90149442902616e-05	0.00253223404450801	0.114754098360656	0.0363636363636364	0.0783904619970194	0.499684133272017	0.671408299122203	0.447846392933103	0.768187528833386	no	60	212	1	8	7	8	0.0533807829181495	0.200711743772242	3.76	2.03536314524825e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	134.386790808543	101.674884357648	99.0870091682506	141.663500147211	112.589948365649	113.640427845586	4.0000000007555	NA	NA	11.276709339423	NA	NA	ZINB	NB	Poisson	Poisson
4352768	1.45568181818448	0.330383043862586	0.738202796890837	1.45568181818181	0.482304298850905	0.999996762100542	1.37186166506584	0.537534742844412	0.999853324140808	0.131147540983607	0.190909090909091	-0.0597615499254844	0.433705203633429	0.629189328617739	0.427910009588364	0.768187528833386	no	56	194	5	26	8	42	0.177935943060498	0.346797153024911	1.949	1.40923822743618e-30	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	308.77021578229	267.773519455763	268.980043885929	316.046925120958	278.688583463764	283.533462563264	4.0000000006944	NA	NA	11.2767093393619	NA	NA	NB	NB	Poisson	Poisson
2919166	16225663.7246983	0.995962468465101	0.997505844537157	44105926.8575408	0.99740360220699	0.999996762100542	16247233.8653785	0.997554711459123	0.999853324140808	0	0.00909090909090909	-0.00909090909090909	0.157771536537237	0.527403331049286	0.455660502755294	0.768187528833386	yes	61	218	0	2	0	2	0.00711743772241993	0.00709201830198272	0.996428571428572	6.3110444314492e-35	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__aerofaciens	1	1	NA	NA	NA	NA	26.8019215315238	28.8019974858812	30.8019374290097	34.0786308701913	39.7170614938824	45.3553561063446	4.00000000077495	NA	NA	11.2767093394424	NA	NA	Poisson	Poisson	Poisson	Poisson
344844	0.138636363922453	0.106668305798934	0.306966431124236	0.138636363636362	0.106689631560746	0.619597259269917	0.138637459895951	0.106687564443733	0.563359866405329	0.0327868852459016	0.00454545454545455	0.0282414307004471	0.232549060674428	0.527403331049286	0.0580058863375795	0.314025307552401	yes	59	219	2	1	2	1	0.0106761565836299	0.0105998983223183	0.992857142857143	1.15824626554639e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__	1	1	NA	NA	NA	NA	34.4581618271582	36.4585582515972	38.4582878387759	41.7348711658257	47.3736222595984	53.0117065161109	4.00000000077217	NA	NA	11.2767093394397	NA	NA	Poisson	Poisson	Poisson	Poisson
