OTU_IDs	Poiss_Coeff	Poiss_pval	Poiss_qval	NB_Coeff	NB_pval	NB_qval	ZINB_Coeff	ZINB_pval	ZINB_qval	mean in group Lean	mean in group Not_Lean	Lean_minus_Not_Lean_mean	ttest_pval	ttest_qval	KW_pval	KW_qval	NB_Coeff_Estimate_Error	# of 0's in Lean	# of 0's in Not_Lean	# of non-zeroes in Lean	# of non-zeroes in Not_Lean	Total count in Lean	Total count in Not_Lean	mean_otu	variance_otu	var/mean ratio	Shapiro_Wilk_Normality_pvalue	taxonomy	pois_filt_pval	pois_filt_qval	nb_filt_pval	nb_filt_qval	zinb_filt_pval	zinb_filt_qval	aic.pois	aic.nb	aic.zinb	bic.pois	bic.nb	bic.zinb	aic.filt.pois	aic.filt.nb	aic.filt.zinb	bic.filt.pois	bic.filt.nb	bic.filt.zinb	aic.nonfilt.best	bic.nonfilt.best	aic.filt.best	bic.filt.best
324157	22052963.4296007	0.997505844537087	0.997505844537157	59946169.747201	0.998397750398348	0.999996762100542	22134571.2795788	0.998489684530438	0.999853324140808	0	0.00454545454545455	-0.00454545454545455	0.318414134768154	0.527403331049286	0.598494364974918	0.768187528833386	yes	61	219	0	1	0	1	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	16.7872551178508	18.7872932072946	20.7873292128467	24.0639644565183	29.7023572152959	35.3407478901817	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
4356623	0.207954546907899	0.039757848788959	0.138494304467831	0.207954545454547	0.12691627997595	0.662731091040764	0.173487718595703	0.0650384219004183	0.446956071168793	0.0655737704918033	0.0136363636363636	0.0519374068554396	0.32331890617559	0.527403331049286	0.312045167110565	0.745183545897382	no	59	217	2	3	4	3	0.0249110320284698	0.0458057956278597	1.83877551020408	2.06608928386175e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii	1	1	NA	NA	NA	NA	69.150246508989	62.1834091532357	63.6072935638325	76.4269558476565	73.098473161237	78.1607122411675	4.00000000076661	NA	NA	11.2767093394341	NA	NA	NB	NB	Poisson	Poisson
4307230	22052963.429267	0.997505844537075	0.997505844537157	59946169.7472006	0.998397750398336	0.999996762100542	22134575.4842171	0.998489684999603	0.999853324140808	0	0.00454545454545455	-0.00454545454545455	0.318414134768154	0.527403331049286	0.598494364974918	0.768187528833386	yes	61	219	0	1	0	1	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Dethiosulfovibrionaceae; g__TG5; s__	1	1	NA	NA	NA	NA	16.7872551178508	18.7872932072946	20.7873292168269	24.0639644565183	29.7023572152959	35.3407478941618	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
192767	0.687154150418048	0.128798016074368	0.35583953656965	0.687154150197628	0.395285665472187	0.999996762100542	0.687160326803295	0.395294493549682	0.999853324140808	0.377049180327869	0.259090909090909	0.11795827123696	0.368819770726277	0.574584594325991	0.213878483939023	0.669074615850483	no	49	190	12	30	23	57	0.284697508896797	0.840086426029487	2.95080357142857	2.01328840552159e-30	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	446.842659041599	350.777810441584	352.778045212497	454.119368380267	361.692874449585	367.331463889832	4.00000000066384	NA	NA	11.2767093393313	NA	NA	NB	NB	Poisson	Poisson
185001	1.44181818168313	0.289287822970152	0.66642341987863	1.44181818181817	0.456274956850504	0.999996762100542	1.44168210817303	0.456451660256122	0.999853324140808	0.163934426229508	0.236363636363636	-0.0724292101341282	0.445204408687873	0.639249863368339	0.218148621953587	0.678328733399611	no	56	188	5	32	10	52	0.220640569395018	0.479715302491103	2.1741935483871	3.35557010249433e-30	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	361.885322961502	307.593284864109	309.59350985288	369.162032300169	318.50834887211	324.146928530215	4.00000000067773	NA	NA	11.2767093393452	NA	NA	NB	NB	Poisson	Poisson
886264	0.27727272784491	0.364375918407896	0.761914257684243	0.277272727272729	0.364401942482124	0.999996762100542	0.277258949898849	0.36438240038476	0.976695094077547	0.0163934426229508	0.00454545454545455	0.0118479880774963	0.488470104826817	0.66171223029863	0.330920812764377	0.745183545897382	yes	60	219	1	1	1	1	0.00711743772241993	0.00709201830198272	0.996428571428572	6.3110444314492e-35	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__mucilaginosa	1	1	NA	NA	NA	NA	27.0090028210513	29.0091556166817	31.0090987060199	34.2857121597188	39.9242196246829	45.5625173833549	4.00000000077495	NA	NA	11.2767093394424	NA	NA	Poisson	Poisson	Poisson	Poisson
593422	0.94272727264932	0.907708771932368	0.997505844537157	0.942727272727275	0.938478011818092	0.999996762100542	0.511683362993871	0.340810623804492	0.976695094077547	0.0819672131147541	0.0772727272727273	0.00469448584202682	0.941418103586406	0.96248179369573	0.516015007690638	0.768187528833386	no	59	208	2	12	5	17	0.0782918149466192	0.150991357397051	1.92857142857143	7.89440514473138e-33	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1	1	NA	NA	NA	NA	173.591587933069	146.542771092282	147.112724438421	180.868297271737	157.457835100283	161.666143115756	4.00000000074162	NA	NA	11.2767093394091	NA	NA	NB	NB	Poisson	Poisson
181718	0.069318181818185	0.000735188230319906	0.00414834515909848	0.0693181818181812	0.0416232391758853	0.391301432665552	0.0616729229316577	0.0237746826629884	0.263228900302111	0.131147540983607	0.00909090909090909	0.122056631892697	0.296177390603584	0.527403331049286	0.164957018854277	0.590834803988953	no	59	218	2	2	8	2	0.0355871886120996	0.184443314692425	5.18285714285714	6.24629701797429e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	92.3551613451961	56.2435830660629	58.1175891907666	99.6318706838636	67.1586470740641	72.6710078681016	4.00000000076939	NA	NA	11.2767093394369	NA	NA	NB	NB	Poisson	Poisson
253721	0.435714296495615	0.0857276260220511	0.261215351381348	0.435714285714289	0.667485861772962	0.999996762100542	1.45935414890676	0.677905888696673	0.999853324140808	0.114754098360656	0.05	0.0647540983606557	0.489027340535604	0.662138654934425	0.167618968340659	0.590834803988953	no	59	218	2	2	7	11	0.0640569395017794	0.445882053889171	6.96071428571429	1.00577860034245e-34	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__	1	1	NA	NA	NA	NA	176.364053775143	67.7299910406171	68.8391037110591	183.64076311381	78.6450550486183	83.3925223883941	4.00000000076939	NA	NA	11.2767093394369	NA	NA	NB	NB	Poisson	Poisson
4426249	0.369696968111108	0.0240286743985731	0.0912688592246219	0.369696969696972	0.168344917709733	0.777918731413335	0.225604081220577	0.00711466515901607	0.136781942845872	0.147540983606557	0.0545454545454545	0.0929955290611028	0.329876920748877	0.533546858492853	0.867868719391302	0.932357960733784	no	58	210	3	10	9	12	0.0747330960854092	0.169395017793594	2.26666666666667	3.20130672009586e-33	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	1	1	NA	NA	NA	NA	165.739792724244	136.890591797566	136.155302268862	173.016502062911	147.805655805567	150.708720946197	4.00000000074439	NA	NA	11.2767093394119	NA	NA	ZINB	NB	Poisson	Poisson
352852	1.57121212122174	0.307531181067182	0.700765669999561	1.57121212121212	0.455518705332995	0.999996762100542	1.46796998816525	0.48672855640447	0.999853324140808	0.0983606557377049	0.154545454545455	-0.0561847988077496	0.370867616880337	0.576295568534965	0.469555150181118	0.768187528833386	no	57	199	4	21	6	34	0.142348754448399	0.265378749364514	1.86428571428571	3.63408402170645e-31	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	263.417030643972	228.453498174831	227.85509784269	270.693739982639	239.368562182832	242.408516520025	4.00000000071106	NA	NA	11.2767093393786	NA	NA	ZINB	NB	Poisson	Poisson
4430843	0.970454545458324	0.97016205998648	0.997505844537157	0.970454545454548	0.973055082511688	0.999996762100542	1.00784668420061	0.992899218472171	0.999853324140808	0.0327868852459016	0.0318181818181818	0.000968703427719826	0.971082858177315	0.982163220225065	0.823901100438463	0.903281375069226	no	59	214	2	6	2	7	0.0320284697508897	0.0382562277580071	1.19444444444444	1.32754455860769e-33	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	1	1	NA	NA	NA	NA	85.325244657732	85.0485047049928	86.9116323348497	92.6019539963995	95.963568712994	101.465051012185	4.00000000075828	NA	NA	11.2767093394258	NA	NA	NB	Poisson	Poisson	Poisson
183051	4.1590909091349	0.0509774400359454	0.169646362648142	4.1590909090909	0.0895902690311993	0.579066022592485	4.1682249036611	0.0888575050762232	0.518335446277969	0.0327868852459016	0.136363636363636	-0.103576751117735	0.0193414093020196	0.527403331049286	0.152171774576797	0.586896538943674	no	59	201	2	19	2	30	0.113879003558719	0.251270971021861	2.20647321428571	2.48703333349987e-32	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	222.692985206605	192.712190390111	194.709210123376	229.969694545273	203.627254398113	209.262628800711	4.00000000072217	NA	NA	11.2767093393897	NA	NA	NB	NB	Poisson	Poisson
2686384	0.554545454545482	0.630223910157744	0.997505844537157	0.554545454545448	0.630234609009765	0.999996762100542	0.554550720949759	0.630240944910033	0.999853324140808	0.0163934426229508	0.00909090909090909	0.00730253353204173	0.679381692374992	0.799910067633586	0.62401434184016	0.773010100301346	yes	60	218	1	2	1	2	0.0106761565836299	0.0105998983223183	0.992857142857143	1.15824626554639e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus	1	1	NA	NA	NA	NA	37.0236691915163	39.0238238672637	41.0238058072995	44.3003785301838	49.9388878752649	55.5772244846345	4.00000000077217	NA	NA	11.2767093394397	NA	NA	Poisson	Poisson	Poisson	Poisson
4455250	23876352.4128913	0.993188401278298	0.997505844537157	64902654.8922316	0.995625333226383	0.999996762100542	23918303.8131222	0.995887869389185	0.999853324140808	0	0.0363636363636364	-0.0363636363636364	0.00444219310513718	0.299546404200732	0.131470183221216	0.531345108375773	yes	61	212	0	8	0	8	0.0284697508896797	0.0277580071174377	0.975	1.40500292000568e-33	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	1	1	NA	NA	NA	NA	73.0269762605662	75.027275001863	77.0269877538233	80.3036855992336	85.9423390098643	91.5804064311583	4.00000000075828	NA	NA	11.2767093394258	NA	NA	Poisson	Poisson	Poisson	Poisson
783719	4.6253618610512e-09	0.996739238276107	0.997505844537157	1.70157553667967e-09	0.99791919217413	0.999996762100542	4.62377657717137e-09	0.998022761587666	0.999853324140808	0.0163934426229508	0	0.0163934426229508	0.321326503293247	0.527403331049286	0.0575521401462216	0.314025307552401	yes	60	220	1	0	1	0	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__	1	1	NA	NA	NA	NA	14.2217477617099	16.221760297678	18.2217876542704	21.4984571003774	27.1368243056792	32.7752063316054	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
2656849	0.499090909090956	0.212776456932069	0.526113722418003	0.499090909090909	0.238679244046342	0.89347255416905	0.488075997338892	0.226294287604043	0.828127888953133	0.0819672131147541	0.0409090909090909	0.0410581222056632	0.359194135826868	0.563931695856957	0.405425514274347	0.768187528833386	no	57	211	4	9	5	9	0.0498220640569395	0.0546517539400102	1.0969387755102	1.10492452431927e-32	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	1	1	NA	NA	NA	NA	115.935907320803	117.227358276037	119.078922291561	123.21261665947	128.142422284039	133.632340968896	4.00000000074439	NA	NA	11.2767093394119	NA	NA	Poisson	Poisson	Poisson	Poisson
1603169	6.23863636459668	4.04545992645824e-07	3.79661548424655e-06	6.23863636363637	0.110996043298442	0.633551332571681	6.23884142350645	0.110992019276765	0.578259947758718	0.131147540983607	0.818181818181818	-0.687034277198212	0.356151815610854	0.560767142365663	0.178024101015761	0.602831766737809	no	55	209	6	11	8	180	0.669039145907473	94.6007880020336	141.397986322188	3.86550309223447e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__	1	1	NA	NA	NA	NA	1839.52716221639	209.103292640964	211.103479918237	1846.80387155506	220.018356648966	225.656898595572	4.00000000073328	NA	NA	11.2767093394008	NA	NA	NB	NB	Poisson	Poisson
509017	1.38636363583307	0.765529581698589	0.997505844537157	1.38636363636362	0.863383443314665	0.999996762100542	2.96235757792738	0.383166715423489	0.999853324140808	0.0163934426229508	0.0227272727272727	-0.00633383010432191	0.784748794007481	0.872440039256841	0.631115533361153	0.774228959591873	no	60	218	1	2	1	5	0.0213523131672598	0.0495424504321301	2.32023809523809	9.90114652350576e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__faecis	1	1	NA	NA	NA	NA	67.0334573671052	48.1401623587175	47.907448989566	74.3101667057727	59.0552263667188	62.4608676669009	4.00000000077217	NA	NA	11.2767093394397	NA	NA	ZINB	NB	Poisson	Poisson
332778	0.916205537696159	0.713068746295971	0.997505844537157	0.916205533596837	0.8376123940974	0.999996762100542	0.916950290241671	0.839093046545304	0.999853324140808	0.377049180327869	0.345454545454545	0.0315946348733234	0.823986586135439	0.899403423955189	0.119392556199081	0.507488048217417	no	46	186	15	34	23	76	0.352313167259786	1.621860701576	4.6034632034632	1.41742618522901e-31	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	540.230978927348	397.78808897553	399.789838567374	547.507688266016	408.703152983531	414.343257244709	4.0000000006444	NA	NA	11.2767093393119	NA	NA	NB	NB	Poisson	Poisson
344947	1.10909090827866	0.92621210284811	0.997505844537157	1.10909090909092	0.926215319817373	0.999996762100542	1.10907511829323	0.926224395280324	0.999853324140808	0.0163934426229508	0.0181818181818182	-0.00178837555886736	0.924064339854686	0.952668823006096	0.925649390462712	0.951612424116452	yes	60	216	1	4	1	4	0.0177935943060498	0.0175394001016777	0.985714285714286	3.41153788670892e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	1	1	NA	NA	NA	NA	54.2804132102064	56.2806448860765	58.2805418051202	61.5571225488739	67.1957088940778	72.8339604824551	4.00000000076661	NA	NA	11.2767093394341	NA	NA	Poisson	Poisson	Poisson	Poisson
191038	0.680578512396683	0.28201266177917	0.658707615907078	0.680578512396693	0.321362519295485	0.999996762100542	0.676983706556203	0.314076458130083	0.968298961823971	0.180327868852459	0.122727272727273	0.0576005961251863	0.375157206226621	0.578797939994098	0.391687399756306	0.768187528833386	no	52	196	9	24	11	27	0.135231316725979	0.153075749872903	1.13195488721805	7.39559142184933e-30	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	237.897697554642	238.019705009816	239.46536127703	245.174406893309	248.934769017817	254.018779954365	4.00000000068884	NA	NA	11.2767093393563	NA	NA	Poisson	Poisson	Poisson	Poisson
194001	22052963.4304529	0.997505844537131	0.997505844537157	59946169.7554688	0.998397750398372	0.999996762100542	22134571.684174	0.998489684548929	0.999853324140808	0	0.00454545454545455	-0.00454545454545455	0.318414134768154	0.527403331049286	0.598494364974918	0.768187528833386	yes	61	219	0	1	0	1	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	1	1	NA	NA	NA	NA	16.7872551178508	18.7872932072571	20.7873292132283	24.0639644565183	29.7023572152583	35.3407478905633	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
188997	0.518379446657142	1.29037748502379e-08	1.47448573707112e-07	0.518379446640316	0.192548653191291	0.827999415807953	0.518385658451831	0.19255251153579	0.775629177407328	1.88524590163934	0.977272727272727	0.907973174366617	0.21726782875826	0.527403331049286	0.0173505344267727	0.219880786633486	no	42	181	19	39	115	215	1.17437722419929	19.2373411286223	16.3808874458874	1.72726760873409e-31	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__	1	1	NA	NA	NA	NA	1649.95113037725	575.098441521154	577.098688727656	1657.22783971592	586.013505529155	591.652107404991	4.0000000006194	NA	NA	11.2767093392869	NA	NA	NB	NB	Poisson	Poisson
185476	26860896.4621997	0.993141176623206	0.997505844537157	73015486.747138	0.995596689610369	0.999996762100542	26929493.6515158	0.995844567864397	0.999853324140808	0	0.0409090909090909	-0.0409090909090909	0.0947457489099675	0.527403331049286	0.235657710430107	0.68835742383304	no	61	215	0	5	0	9	0.0320284697508897	0.102541942043721	3.2015873015873	1.11298548061326e-34	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	1	1	NA	NA	NA	NA	89.1102371136604	65.2105400125942	67.2106495347288	96.3869464523279	76.1256040205954	81.7640682120638	4.00000000076661	NA	NA	11.2767093394341	NA	NA	NB	NB	Poisson	Poisson
191034	0.810282436014659	0.065344630757124	0.208531168668014	0.810282436010593	0.62230079550798	0.999996762100542	0.810283981107269	0.622303420058674	0.999853324140808	1.68852459016393	1.36818181818182	0.320342771982116	0.623006349453931	0.767447153973246	0.149046349040081	0.577649118679982	no	40	164	21	56	103	301	1.43772241992883	30.3970005083884	21.142468175389	6.612728517263e-32	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	0.399919907999618	1	0.596631528249908	0.898821523077783	0.751997250565049	0.932856103147308	1894.72958360485	698.420958776936	700.421079583179	1902.00629294352	709.336022784938	714.974498260514	488.761216176173	424.914774228044	424.159062249382	496.037925514841	435.829838236046	438.712480926717	NB	NB	ZINB	NB
173822	0.369696969847729	0.192621638190398	0.490489225079699	0.369696969696971	0.192640220269317	0.827999415807953	0.369697067513577	0.192628784422056	0.775629177407328	0.0491803278688525	0.0181818181818182	0.0309985096870343	0.294222274173874	0.527403331049286	0.170046054939415	0.591723632661521	yes	58	216	3	4	3	4	0.0249110320284698	0.0243772241992883	0.978571428571429	8.94900891992555e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	68.132234934891	70.1326708575625	72.1323791583663	75.4089442735585	81.0477348655638	86.6857978357013	4.00000000076106	NA	NA	11.2767093394285	NA	NA	Poisson	Poisson	Poisson	Poisson
173824	0.166363637531031	0.0140473282084421	0.0579943361107413	0.166363636363638	0.0232942803370446	0.291151851718406	0.164772043485904	0.0219396106944356	0.253260693086048	0.0819672131147541	0.0136363636363636	0.0683308494783905	0.118219543425195	0.527403331049286	0.0209625746893603	0.254537245212338	no	57	217	4	3	5	3	0.0284697508896797	0.0349008642602949	1.22589285714286	8.32551796522376e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	72.1707454246175	72.593187905378	74.3335269783949	79.447454763285	83.5082519133792	88.8869456557299	4.00000000076106	NA	NA	11.2767093394285	NA	NA	Poisson	Poisson	Poisson	Poisson
195236	0.795334928242367	0.224162650923919	0.547574418312364	0.795334928229664	0.688882457297535	0.999996762100542	0.795360645827241	0.688926856054929	0.999853324140808	0.622950819672131	0.495454545454545	0.127496274217586	0.724116385174948	0.831573258124274	0.184571857045263	0.616971531934655	no	49	192	12	28	38	109	0.523131672597865	7.02892730045755	13.4362487852284	4.83033407175272e-33	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__	1	1	NA	NA	NA	NA	888.788249478151	392.85422701294	394.854501634923	896.064958816819	403.769291020942	409.407920312258	4.0000000006694	NA	NA	11.2767093393369	NA	NA	NB	NB	Poisson	Poisson
4357871	1.33047921071177	0.00317542857620968	0.0156113329282244	1.33047921071177	0.159241620780144	0.75110339611498	1.33047646288786	0.159237712682822	0.701159605845329	2.11475409836066	2.81363636363636	-0.698882265275708	0.124665926783365	0.527403331049286	0.315918600014952	0.745183545897382	no	23	73	38	147	129	619	2.66192170818505	14.8745805795628	5.58791061879297	1.08110238941082e-22	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__	0.042466378777585	1	0.312159655809685	0.769117434612526	0.308537166522794	0.730414516666206	1723.8638687094	1198.30740123463	1200.30798234291	1731.14057804807	1209.22246524263	1214.86140102024	1547.4038145745	1162.65066171928	1164.53864628558	1554.68052391317	1173.56572572728	1179.09206496292	NB	NB	NB	NB
199555	0.366494149418828	5.08130313366656e-27	1.53337445945231e-25	0.366494149414944	0.0065016332889703	0.149839329216691	0.366355985593309	0.00649008846485003	0.128390880500294	3.31147540983607	1.21363636363636	2.0978390461997	0.199061124842676	0.527403331049286	0.0118105508266897	0.162083488983365	no	33	154	28	66	202	267	1.66903914590747	63.6865022877478	38.1575845263479	4.14745522307826e-33	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__	0.0278822954371591	0.789083407656803	0.13625642428049	0.603504854560508	0.168396919807272	0.660920886887828	2270.13724786066	761.44484445567	763.445292336568	2277.41395719933	772.359908463671	777.998711013903	557.920114553473	513.002803000628	514.425326926324	565.19682389214	523.917867008629	528.978745603659	NB	NB	NB	NB
320354	6.2865185484399e-09	0.994709894154778	0.997505844537157	2.31268093053674e-09	0.996621469973394	0.999996762100542	6.2789231854427e-09	0.996793610807375	0.999853324140808	0.0327868852459016	0	0.0327868852459016	0.321326503293247	0.527403331049286	0.0575521401462216	0.314025307552401	yes	60	220	1	0	2	0	0.00711743772241993	0.0142348754448399	2	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1	1	NA	NA	NA	NA	23.0572011862641	25.0568442810909	20.4605490128885	30.3339105249316	35.9719082890921	35.0139676902235	4.00000000077772	NA	NA	11.2767093394452	NA	NA	ZINB	Poisson	Poisson	Poisson
988932	16225663.7234253	0.995962468465036	0.997505844537157	44105926.850942	0.997403602206899	0.999996762100542	16247233.5348619	0.997555925899278	0.999853324140808	0	0.00909090909090909	-0.00909090909090909	0.157771536537237	0.527403331049286	0.455660502755294	0.768187528833386	yes	61	218	0	2	0	2	0.00711743772241993	0.00709201830198272	0.996428571428572	6.3110444314492e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1	1	NA	NA	NA	NA	26.8019215315238	28.8019974858821	30.8019374306051	34.0786308701913	39.7170614938833	45.3553561079401	4.00000000077495	NA	NA	11.2767093394424	NA	NA	Poisson	Poisson	Poisson	Poisson
560535	24338495.5873778	0.995863862642009	0.997505844537157	66158890.2845184	0.997343794302432	0.999996762100542	24363493.8913219	0.997492443125293	0.999853324140808	0	0.0136363636363636	-0.0136363636363636	0.0832612872226695	0.527403331049286	0.360026018344259	0.745183545897382	yes	61	217	0	3	0	3	0.0106761565836299	0.0105998983223183	0.992857142857143	1.15824626554639e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	35.7700916144596	37.7702052474333	39.7702343417922	43.0468009531271	48.6852692554345	54.3236530191272	4.00000000077217	NA	NA	11.2767093394397	NA	NA	Poisson	Poisson	Poisson	Poisson
1703712	2.95889899048442e-09	0.959368568610793	0.997505844537157	2.14776920086073e-17	0.99999323183375	0.999996762100542	1.29695479493021e-09	0.982992736841346	0.999853324140808	3.80327868852459	0	3.80327868852459	0.172037587715363	0.527403331049286	0.00713416325241179	0.119530060382433	yes	59	220	2	0	232	0	0.825622775800712	101.437341128622	122.861607142857	6.13335609876098e-35	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	1	1	NA	NA	NA	NA	1617.6015965404	1619.32956269197	44.7117554063051	1624.87830587906	1630.24462669997	59.2651740836401	4.00000000077495	NA	NA	11.2767093394424	NA	NA	ZINB	ZINB	Poisson	Poisson
236734	1.1966507196864	0.480744136688789	0.935460760888193	1.19665071770335	0.664842315310296	0.999996762100542	1.19667648663986	0.66480374101959	0.999853324140808	0.311475409836066	0.372727272727273	-0.0612518628912072	0.665191739553612	0.799910067633586	0.860917003986791	0.932357960733784	no	49	179	12	41	19	82	0.359430604982206	1.73820538891713	4.83599717114569	9.01744075687799e-32	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__	1	1	NA	NA	NA	NA	546.495517104481	409.714825556362	411.715139493519	553.772226443148	420.629889564363	426.268558170854	4.00000000063329	NA	NA	11.2767093393008	NA	NA	NB	NB	Poisson	Poisson
3818299	17907264.3093443	0.993303746404055	0.997505844537157	48676991.1673669	0.995695295209691	0.999996762100542	101391658.418678	0.99811593772467	0.999853324140808	0	0.0272727272727273	-0.0272727272727273	0.0576042622294169	0.527403331049286	0.289693525115844	0.745183545897382	no	61	216	0	4	0	6	0.0213523131672598	0.0352567361464159	1.65119047619048	1.80179726976897e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	61.9950058335372	54.1054368316484	55.0459083246706	69.2717151722047	65.0205008396497	69.5993270020056	4.00000000076939	NA	NA	11.2767093394369	NA	NA	NB	NB	Poisson	Poisson
184876	0.577765338110136	1.31820193314943e-10	1.75589408087458e-09	0.577765338110164	0.182285571569349	0.812107497481064	0.521217683344407	0.114205854313833	0.588267891088234	3.32786885245902	1.92272727272727	1.40514157973174	0.251745571509386	0.527403331049286	0.649410520904767	0.785621321191991	no	45	149	16	71	203	423	2.22775800711744	40.6050838840874	18.2268827019626	1.28918356867521e-29	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__	0.030967317183084	0.849427141345083	0.182629632239899	0.692552605919744	0.603542152533073	0.882525628015767	2481.87350622404	838.250367565855	839.610471908683	2489.15021556271	849.165431573856	854.163890586018	577.104051586636	458.463210848122	451.963803531283	584.380760925303	469.378274856124	466.517222208618	NB	NB	ZINB	ZINB
