#SampleID	sex
700109236	female
700109237	female
700109238	female
700109239	female
700109240	female
700109242	female
700109243	female
700109244	female
700109245	female
700109246	female
700109247	female
700109249	female
700109250	female
700109251	female
700109317	female
700109321	female
700109323	female
700109324	female
700109325	female
700109326	female
700109327	female
700109328	female
700109329	female
700109330	female
700109331	female
700109332	female
700109333	female
700109335	female
700109336	female
700109337	female
700109338	female
700109383	female
700109387	female
700109389	female
700109390	female
700109391	female
700109392	female
700109393	female
700109394	female
700109395	female
700109396	female
700109397	female
700109398	female
700109399	female
700109400	female
700109401	female
700109402	female
700109403	female
700109404	female
700109453	male
700109455	male
700109456	male
700109457	male
700109458	male
700109459	male
700109460	male
700109461	male
700109462	male
700109463	male
700109464	male
700109465	male
700109467	male
700109750	male
700109758	male
700109764	male
700109765	male
700109807	male
700109811	male
700109813	male
700109814	male
700109815	male
700109816	male
700109817	male
700109818	male
700109819	male
700109820	male
700109821	male
700109822	male
700109823	male
700109824	male
700109825	male
700109876	male
700109878	male
700109882	male
700109991	male
700109993	male
700109998	male
700110001	male
700110002	male
700110003	male
700110004	male
700110005	male
700110155	female
700110159	female
700110161	female
700110162	female
700110163	female
700110164	female
700110165	female
700110166	female
700110167	female
700110168	female
700110169	female
700110170	female
700110171	female
700110172	female
700110173	female
700110174	female
700110175	female
700110176	female
700110221	female
700110225	female
700110227	female
700110228	female
700110229	female
700110230	female
700110231	female
700110232	female
700110233	female
700110234	female
700110235	female
700110236	female
700110237	female
700110238	female
700110239	female
700110240	female
700110241	female
700110242	female
700110287	female
700110291	female
700110293	female
700110294	female
700110295	female
700110296	female
700110297	female
700110298	female
700110299	female
700110300	female
700110301	female
700110302	female
700110304	female
700110306	female
700110307	female
700110308	female
700110353	female
700110357	female
700110360	female
700110361	female
700110362	female
700110364	female
700110365	female
700110366	female
700110367	female
700110368	female
700110370	female
700110371	female
700110373	female
700110374	female
700110419	male
700110423	male
700110425	male
700110426	male
700110427	male
700110428	male
700110429	male
700110430	male
700110431	male
700110432	male
700110433	male
700110434	male
700110435	male
700110437	male
700110587	male
700110591	male
700110593	male
700110594	male
700110595	male
700110596	male
700110597	male
700110599	male
700110600	male
700110601	male
700110602	male
700110604	male
700110605	male
700110644	male
700110648	male
700110650	male
700110651	male
700110652	male
700110653	male
700110654	male
700110655	male
700110656	male
700110657	male
700110658	male
700110659	male
700110660	male
700110661	male
700110662	male
700110701	male
700110705	male
700110707	male
700110708	male
700110709	male
700110710	male
700110711	male
700110712	male
700110713	male
700110714	male
700110715	male
700110716	male
700110717	male
700110718	male
700110719	male
700110812	female
700110816	female
700110818	female
700110819	female
700110820	female
700110821	female
700110822	female
700110823	female
700110824	female
700110825	female
700110826	female
700110827	female
700110828	female
700110829	female
700110830	female
700110831	female
700110832	female
700110833	female
700111026	male
700111030	male
700111032	male
700111033	male
700111034	male
700111035	male
700111036	male
700111037	male
700111038	male
700111039	male
700111040	male
700111041	male
700111042	male
700111043	male
700111044	male
700111443	female
700111445	female
700111448	female
700111449	female
700111450	female
700111451	female
700111452	female
700111453	female
700111454	female
700111456	female
700111457	female
700111458	female
700111459	female
700111460	female
700111505	male
700111509	male
700111511	male
700111512	male
700111513	male
700111514	male
700111515	male
700111516	male
700111517	male
700111518	male
700111519	male
700111522	male
700111523	male
700111574	female
700111578	female
700111580	female
700111581	female
700111582	female
700111583	female
700111584	female
700111585	female
700111586	female
700111587	female
700111588	female
700111592	female
700111811	female
700111815	female
700111817	female
700111818	female
700111819	female
700111820	female
700111821	female
700111822	female
700111823	female
700111824	female
700111825	female
700111826	female
700111827	female
700111828	female
700111829	female
700111830	female
700111831	female
700111832	female
700113008	male
700113010	male
700113011	male
700113012	male
700113013	male
700113014	male
700113016	male
700113017	male
700113018	male
700113019	male
700113020	male
700113021	male
700113022	male
700113023	male
700113056	male
700113058	male
700113059	male
700113060	male
700113061	male
700113062	male
700113063	male
700113064	male
700113065	male
700113066	male
700113068	male
700113069	male
700113070	male
700113071	male
700113104	female
700113106	female
700113107	female
700113108	female
700113109	female
700113110	female
700113111	female
700113116	female
700113117	female
700113118	female
700113120	female
700113122	female
700113485	female
700113487	female
700113488	female
700113489	female
700113490	female
700113491	female
700113492	female
700113493	female
700113494	female
700113497	female
700113498	female
700113499	female
700113500	female
700113501	female
700113502	female
700113503	female
700113542	female
700113548	female
700113549	female
700113550	female
700113553	female
700113554	female
700113555	female
700113556	female
700113557	female
700113558	female
700113559	female
700113560	female
700113599	male
700113602	male
700113603	male
700113604	male
700113605	male
700113606	male
700113607	male
700113608	male
700113609	male
700113611	male
700113612	male
700113613	male
700113652	male
700114000	male
700114001	male
700114003	male
700114004	male
700114005	male
700114006	male
700114007	male
700114008	male
700114009	male
700114010	male
700114012	male
700114013	male
700114014	male
700114015	male
700114050	female
700114051	female
700114052	female
700114053	female
700114054	female
700114056	female
700114057	female
700114058	female
700114059	female
700114064	female
700114065	female
700114066	female
700114105	female
700114106	female
700114108	female
700114109	female
700114110	female
700114111	female
700114112	female
700114113	female
700114114	female
700114115	female
700114116	female
700114117	female
700114120	female
700114121	female
700114122	female
700114123	female
700114162	male
700114163	male
700114167	male
700114168	male
700114170	male
700114171	male
700114172	male
700114173	male
700114174	male
700114175	male
700114176	male
700114177	male
700114210	female
700114211	female
700114212	female
700114215	female
700114217	female
700114218	female
700114219	female
700114221	female
700114222	female
700114223	female
700114224	female
700114225	female
700114226	female
700114227	female
700114267	female
700114270	female
700114271	female
700114272	female
700114273	female
700114274	female
700114278	female
700114279	female
700114280	female
700114282	female
700114283	female
700114284	female
700114285	female
700114326	male
700114327	male
700114328	male
700114330	male
700114332	male
700114333	male
700114334	male
700114335	male
700114336	male
700114337	male
700114338	male
700114339	male
700114372	male
700114374	male
700114375	male
700114376	male
700114377	male
700114378	male
700114379	male
700114380	male
700114381	male
700114385	male
700114386	male
700114387	male
700114424	female
700114426	female
700114427	female
700114428	female
700114429	female
700114430	female
700114431	female
700114434	female
700114435	female
700114436	female
700114437	female
700114438	female
700114439	female
700114440	female
700114441	female
700114442	female
700114481	female
700114482	female
700114486	female
700114487	female
700114488	female
700114489	female
700114552	female
700114553	female
700114554	female
700114555	female
700114599	female
700114600	female
700114601	female
700114603	female
700114605	female
700114606	female
700114607	female
700114608	female
700114609	female
700114610	female
700114611	female
700114612	female
700114613	female
700114614	female
700114615	female
700114658	male
700114704	male
700114705	male
700114706	male
700114707	male
700114709	male
700114710	male
700114711	male
700114712	male
700114713	male
700114714	male
700114715	male
700114716	male
700114717	male
700114750	male
700114755	male
700114798	female
700114801	female
700114803	female
700114804	female
700114805	female
700114806	female
700114807	female
700114809	female
700114810	female
700114811	female
700114812	female
700114813	female
700114814	female
700114815	female
700114816	female
700114855	male
700114857	male
700114858	male
700114859	male
700114860	male
700114907	female
700114908	female
700114910	female
700114911	female
700114963	male
700114965	male
